Ensembl_gene_id	HGNC_symbol	DBD_Lambert2018	DBD_Codebook2026	is_TF	assessment_Lambert2018	conservative_reassessment	reassessment	motif_status	representative_motif_count	representative_motif_ids
ENSG00000119725	ZNF410	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF410_1; ZNF410_2
ENSG00000170954	ZNF415	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF415
ENSG00000083817	ZNF416	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF416
ENSG00000173480	ZNF417	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF417
ENSG00000196724	ZNF418	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF418
ENSG00000105136	ZNF419	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF419_1; ZNF419_2
ENSG00000102935	ZNF423	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF423_1; ZNF423_2
ENSG00000204947	ZNF425	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF425
ENSG00000197013	ZNF429	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF429
ENSG00000118620	ZNF430	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF430
ENSG00000196705	ZNF431	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF431
ENSG00000256087	ZNF432	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF432
ENSG00000197647	ZNF433	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF433
ENSG00000125945	ZNF436	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF436
ENSG00000171291	ZNF439	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF439
ENSG00000197857	ZNF44	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF44
ENSG00000171295	ZNF440	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF440
ENSG00000197044	ZNF441	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF441
ENSG00000198342	ZNF442	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF442
ENSG00000180855	ZNF443	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF443
ENSG00000167685	ZNF444	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF444
ENSG00000185219	ZNF445	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF445
ENSG00000173275	ZNF449	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF449
ENSG00000124459	ZNF45	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF45
ENSG00000178187	ZNF454	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF454
ENSG00000197714	ZNF460	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF460_1; ZNF460_2
ENSG00000181444	ZNF467	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF467
ENSG00000204604	ZNF468	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF468
ENSG00000185177	ZNF479	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF479
ENSG00000198464	ZNF480	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF480
ENSG00000173258	ZNF483	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF483
ENSG00000127081	ZNF484	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF484
ENSG00000198298	ZNF485	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF485
ENSG00000256229	ZNF486	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF486
ENSG00000243660	ZNF487	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF487
ENSG00000188033	ZNF490	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF490
ENSG00000229676	ZNF492	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF492
ENSG00000162714	ZNF496	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF496
ENSG00000186446	ZNF501	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF501
ENSG00000196653	ZNF502	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF502
ENSG00000081665	ZNF506	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF506
ENSG00000163795	ZNF513	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF513
ENSG00000175322	ZNF519	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF519
ENSG00000198795	ZNF521	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF521
ENSG00000203326	ZNF525	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF525
ENSG00000189164	ZNF527	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF527
ENSG00000167555	ZNF528	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF528_1; ZNF528_2
ENSG00000186020	ZNF529	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF529
ENSG00000183647	ZNF530	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF530
ENSG00000198633	ZNF534	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF534
ENSG00000171817	ZNF540	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF540
ENSG00000178229	ZNF543	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF543_1; ZNF543_2
ENSG00000152433	ZNF547	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF547_1; ZNF547_2
ENSG00000188785	ZNF548	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF548
ENSG00000121406	ZNF549	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF549
ENSG00000251369	ZNF550	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF550
ENSG00000178935	ZNF552	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF552
ENSG00000172006	ZNF554	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF554
ENSG00000186300	ZNF555	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF555
ENSG00000130544	ZNF557	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF557
ENSG00000167785	ZNF558	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF558
ENSG00000171469	ZNF561	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF561
ENSG00000171466	ZNF562	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF562
ENSG00000188868	ZNF563	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF563
ENSG00000249709	ZNF564	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF564
ENSG00000196357	ZNF565	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF565
ENSG00000186017	ZNF566	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF566
ENSG00000189042	ZNF567	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF567
ENSG00000171827	ZNF570	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF570
ENSG00000180479	ZNF571	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF571
ENSG00000189144	ZNF573	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF573
ENSG00000105732	ZNF574	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF574
ENSG00000213015	ZNF580	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF580
ENSG00000171425	ZNF581	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF581
ENSG00000018869	ZNF582	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF582_1; ZNF582_2
ENSG00000171574	ZNF584	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF584
ENSG00000196967	ZNF585A	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF585A
ENSG00000083828	ZNF586	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF586
ENSG00000198466	ZNF587	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF587
ENSG00000164048	ZNF589	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF589_1; ZNF589_2
ENSG00000180626	ZNF594	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF594
ENSG00000272602	ZNF595	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF595
ENSG00000172748	ZNF596	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF596
ENSG00000167981	ZNF597	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF597
ENSG00000196458	ZNF605	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF605
ENSG00000167554	ZNF610	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF610_1; ZNF610_2
ENSG00000213020	ZNF611	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF611
ENSG00000176024	ZNF613	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF613
ENSG00000142556	ZNF614	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF614
ENSG00000197619	ZNF615	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF615_1; ZNF615_2
ENSG00000204611	ZNF616	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF616
ENSG00000177873	ZNF619	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF619
ENSG00000177842	ZNF620	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF620
ENSG00000172888	ZNF621	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF621_1; ZNF621_2
ENSG00000188171	ZNF626	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF626
ENSG00000198551	ZNF627	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF627
ENSG00000197483	ZNF628	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF628
ENSG00000167528	ZNF641	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF641
ENSG00000198093	ZNF649	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF649
ENSG00000197343	ZNF655	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF655
ENSG00000274349	ZNF658	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF658
ENSG00000144792	ZNF660	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF660
ENSG00000182983	ZNF662	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF662
ENSG00000198046	ZNF667	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF667
ENSG00000188295	ZNF669	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF669_1; ZNF669_2
ENSG00000083814	ZNF671	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF671
ENSG00000251192	ZNF674	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF674
ENSG00000197372	ZNF675	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF675_1; ZNF675_2
ENSG00000197928	ZNF677	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF677
ENSG00000173041	ZNF680	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF680_1; ZNF680_2
ENSG00000196172	ZNF681	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF681
ENSG00000197124	ZNF682	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF682_1; ZNF682_2
ENSG00000117010	ZNF684	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF684_1; ZNF684_2
ENSG00000198429	ZNF69	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF69
ENSG00000171163	ZNF692	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF692_1; ZNF692_2
ENSG00000197472	ZNF695	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF695
ENSG00000147789	ZNF7	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF7
ENSG00000167562	ZNF701	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF701
ENSG00000215372	ZNF705G	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF705G
ENSG00000181135	ZNF707	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF707
ENSG00000182141	ZNF708	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF708_1; ZNF708_2
ENSG00000197951	ZNF71	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF71
ENSG00000147180	ZNF711	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF711
ENSG00000178665	ZNF713	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF713
ENSG00000160352	ZNF714	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF714
ENSG00000182111	ZNF716	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF716
ENSG00000250312	ZNF718	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF718
ENSG00000214652	ZNF727	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF727
ENSG00000183850	ZNF730	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF730
ENSG00000223614	ZNF735	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF735
ENSG00000234444	ZNF736	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF736
ENSG00000237440	ZNF737	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF737
ENSG00000185252	ZNF74	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF74
ENSG00000139651	ZNF740	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF740
ENSG00000186230	ZNF749	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF749
ENSG00000162086	ZNF75A	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF75A
ENSG00000186376	ZNF75D	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF75D
ENSG00000065029	ZNF76	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF76_1; ZNF76_2
ENSG00000160336	ZNF761	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF761
ENSG00000169951	ZNF764	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF764
ENSG00000196417	ZNF765	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF765
ENSG00000196214	ZNF766	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF766
ENSG00000169957	ZNF768	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF768
ENSG00000175691	ZNF77	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF77
ENSG00000198146	ZNF770	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF770
ENSG00000179965	ZNF771	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF771_1; ZNF771_2
ENSG00000196391	ZNF774	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF774
ENSG00000152443	ZNF776	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF776
ENSG00000196453	ZNF777	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF777
ENSG00000170100	ZNF778	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF778_1; ZNF778_2
ENSG00000197782	ZNF780A	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF780A
ENSG00000196597	ZNF782	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF782
ENSG00000204946	ZNF783	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF783
ENSG00000179922	ZNF784	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF784
ENSG00000197162	ZNF785	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF785
ENSG00000197362	ZNF786	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF786
ENSG00000142409	ZNF787	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF787_1; ZNF787_2
ENSG00000198556	ZNF789	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF789
ENSG00000196152	ZNF79	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF79
ENSG00000197863	ZNF790	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF790
ENSG00000173875	ZNF791	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF791
ENSG00000180884	ZNF792	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF792
ENSG00000188227	ZNF793	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF793
ENSG00000196466	ZNF799	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF799
ENSG00000278129	ZNF8	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF8_1; ZNF8_2
ENSG00000204524	ZNF805	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF805
ENSG00000198482	ZNF808	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF808
ENSG00000197779	ZNF81	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF81
ENSG00000180257	ZNF816	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF816_1; ZNF816_2
ENSG00000102984	ZNF821	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF821
ENSG00000197933	ZNF823	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF823
ENSG00000198040	ZNF84	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF84
ENSG00000196605	ZNF846	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF846
ENSG00000105750	ZNF85	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF85_1; ZNF85_2
ENSG00000197385	ZNF860	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF860
ENSG00000234284	ZNF879	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF879
ENSG00000221923	ZNF880	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF880
ENSG00000228623	ZNF883	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF883
ENSG00000214029	ZNF891	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF891
