TF_name	PWM_source	reference_accession	PWM	match_basis	HGNC_symbol	Ensembl_gene_id	DBD_family	DBD_count	sequence_relation	canonical_accession
Q96LU7	CODEBOOK	ENSG00000166268	PWM002425	exact_construct	MYRFL	ENSG00000166268	Ndt80/PhoG	1	assayed_construct_in_query	yes
Q96MX3	CODEBOOK	ENSG00000180035	PWM004349	exact_construct	ZNF48	ENSG00000180035	C2H2 ZF	12	assayed_construct_in_query	yes
Q96N58	CODEBOOK	ENSG00000258405	PWM199295	exact_construct	ZNF578	ENSG00000258405	C2H2 ZF	11	assayed_construct_in_query	yes
Q96NX9	CODEBOOK	ENSG00000126733	PWM021827	exact_construct	DACH2	ENSG00000126733	Unknown	1	assayed_construct_in_query	yes
Q96QR8	CODEBOOK	ENSG00000146676	PWM065525	exact_construct	PURB	ENSG00000146676	Unknown	1	assayed_construct_in_query	yes
Q96SE7	CODEBOOK	ENSG00000197937	PWM003932	stable_gene_id	ZNF347	ENSG00000197937	C2H2 ZF	19	stable_gene_mapping	yes
Q96SL8	CODEBOOK	ENSG00000179943	PWM000556	exact_construct	FIZ1	ENSG00000179943	C2H2 ZF	9	assayed_construct_in_query	yes
Q9BRH9	CODEBOOK	ENSG00000198169	PWM003658	exact_construct	ZNF251	ENSG00000198169	C2H2 ZF	11	assayed_construct_in_query	yes
Q9BTP6	CODEBOOK	ENSG00000177494	PWM100759	exact_construct	ZBED2	ENSG00000177494	BED ZF	1	assayed_construct_in_query	yes
Q9BX82	CODEBOOK	ENSG00000196263	PWM004322	exact_construct	ZNF471	ENSG00000196263	C2H2 ZF	15	assayed_construct_in_query	yes
Q9BXA9	CODEBOOK	ENSG00000256463	PWM001887	exact_construct	SALL3	ENSG00000256463	C2H2 ZF	7	assayed_construct_in_query	yes
Q9C0D4	CODEBOOK	ENSG00000178163	PWM004581	exact_construct	ZNF518B	ENSG00000178163	C2H2 ZF	3	assayed_construct_in_query	yes
Q9C0G0	CODEBOOK	ENSG00000215421	PWM004178	exact_construct	ZNF407	ENSG00000215421	C2H2 ZF	10	assayed_construct_in_query	yes
Q9H0M5	CODEBOOK	ENSG00000196757	PWM005382	stable_gene_id	ZNF700	ENSG00000196757	C2H2 ZF	19	stable_gene_mapping	yes
Q9H147	CODEBOOK	ENSG00000101457	PWM000419	exact_construct	DNTTIP1	ENSG00000101457	AT hook	1	assayed_construct_in_query	yes
Q9H2H0	CODEBOOK	ENSG00000168772	PWM000325	exact_construct	CXXC4	ENSG00000168772	CxxC	1	assayed_construct_in_query	yes
Q9H4Q3	CODEBOOK	ENSG00000112238	PWM001636	exact_construct	PRDM13	ENSG00000112238	C2H2 ZF	3	assayed_construct_in_query	yes
Q9H4Z2	CODEBOOK	ENSG00000198026	PWM003906	exact_construct	ZNF335	ENSG00000198026	C2H2 ZF	10	assayed_construct_in_query	yes
Q9H7R5	CODEBOOK	ENSG00000197497	PWM005079	exact_construct	ZNF665	ENSG00000197497	C2H2 ZF	18	assayed_construct_in_query	yes
Q9H7S9	CODEBOOK	ENSG00000183779	PWM005401	exact_construct	ZNF703	ENSG00000183779	C2H2 ZF	1	assayed_construct_in_query	yes
Q9H7X3	CODEBOOK	ENSG00000185730	PWM005287	exact_construct	ZNF696	ENSG00000185730	C2H2 ZF	9	assayed_construct_in_query	yes
Q9H8N7	CODEBOOK	ENSG00000186918	PWM004142	exact_construct	ZNF395	ENSG00000186918	C2H2 ZF	1	assayed_construct_in_query	yes
Q9H930	CODEBOOK	ENSG00000185404	PWM002104	exact_construct	SP140L	ENSG00000185404	SAND	1	assayed_construct_in_query	yes
Q9HCE3	CODEBOOK	ENSG00000074657	PWM004593	exact_construct	ZNF532	ENSG00000074657	C2H2 ZF	12	assayed_construct_in_query	yes
Q9HCG1	CODEBOOK	ENSG00000170949	PWM003374	exact_construct	ZNF160	ENSG00000170949	C2H2 ZF	20	assayed_construct_in_query	yes
Q9NP66	CODEBOOK	ENSG00000140382	PWM036437	exact_construct	HMG20A	ENSG00000140382	HMG/Sox	1	assayed_construct_in_query	yes
Q9NQV6	CODEBOOK	ENSG00000170325	PWM001594	exact_construct	PRDM10	ENSG00000170325	C2H2 ZF	9	assayed_construct_in_query	yes
Q9NQX1	CODEBOOK	ENSG00000138738	PWM001672	exact_construct	PRDM5	ENSG00000138738	C2H2 ZF	16	assayed_construct_in_query	yes
Q9NR83	CODEBOOK	ENSG00000125520	PWM001936	exact_construct	SLC2A4RG	ENSG00000125520	C2H2 ZF	1	assayed_construct_in_query	yes
Q9NRE2	CODEBOOK	ENSG00000182463	PWM002399	exact_construct	TSHZ2	ENSG00000182463	C2H2 ZF	2	assayed_construct_in_query	yes
Q9NSD4	CODEBOOK	ENSG00000063587	PWM003748	exact_construct	ZNF275	ENSG00000063587	C2H2 ZF	11	assayed_construct_in_query	yes
Q9NUA8	CODEBOOK	ENSG00000184677	PWM002736	exact_construct	ZBTB40	ENSG00000184677	C2H2 ZF	12	assayed_construct_in_query	yes
Q9NW07	CODEBOOK	ENSG00000198816	PWM004007	exact_construct	ZNF358	ENSG00000198816	C2H2 ZF	9	assayed_construct_in_query	yes
Q9NYT6	CODEBOOK	ENSG00000167380	PWM003524	exact_construct	ZNF226	ENSG00000167380	C2H2 ZF	18	assayed_construct_in_query	yes
Q9P215	CODEBOOK	ENSG00000143157	PWM058987	exact_construct	POGK	ENSG00000143157	Brinker	1	assayed_construct_in_query	yes
Q9P243	CODEBOOK	ENSG00000066827	PWM112021	exact_construct	ZFAT	ENSG00000066827	C2H2 ZF	14	assayed_construct_in_query	yes
Q9UC06	CODEBOOK	ENSG00000187792	PWM005355	exact_construct	ZNF70	ENSG00000187792	C2H2 ZF	11	assayed_construct_in_query	yes
Q9UFB7	CODEBOOK	ENSG00000114853	PWM002804	exact_construct	ZBTB47	ENSG00000114853	C2H2 ZF	8	assayed_construct_in_query	yes
Q9UFW8	CODEBOOK	ENSG00000163320	PWM000210	exact_construct	CGGBP1	ENSG00000163320	Unknown	1	assayed_construct_in_query	yes
Q9UGU0	CODEBOOK	ENSG00000100207	PWM082191	exact_construct	TCF20	ENSG00000100207	Unknown	1	assayed_construct_in_query	yes
Q9UI36	CODEBOOK	ENSG00000276644	PWM020780	exact_construct	DACH1	ENSG00000276644	Unknown	1	assayed_construct_in_query	yes
Q9UII5	CODEBOOK	ENSG00000196247	PWM119414	exact_construct	ZNF107	ENSG00000196247	C2H2 ZF	21	query_in_assayed_construct	yes
Q9UIS9	CODEBOOK	ENSG00000141644	PWM001044	stable_gene_id	MBD1	ENSG00000141644	MBD; CxxC ZF	4	stable_gene_mapping	yes
Q9UJW7	CODEBOOK	ENSG00000278318	PWM128094	exact_construct	ZNF229	ENSG00000278318	C2H2 ZF	17	assayed_construct_in_query	yes
Q9UL58	CODEBOOK	ENSG00000149054	PWM003472	exact_construct	ZNF215	ENSG00000149054	C2H2 ZF	4	assayed_construct_in_query	yes
Q9Y222	CODEBOOK	ENSG00000135164	PWM000380	exact_construct	DMTF1	ENSG00000135164	Myb/SANT	2	assayed_construct_in_query	yes
Q9Y2H8	CODEBOOK	ENSG00000081386	PWM004515	exact_construct	ZNF510	ENSG00000081386	C2H2 ZF	9	assayed_construct_in_query	yes
Q9Y2K7	CODEBOOK	ENSG00000173120	PWM000899	exact_construct	KDM2A	ENSG00000173120	CxxC	1	assayed_construct_in_query	yes
Q9Y6R6	CODEBOOK	ENSG00000128000	PWM005796	exact_construct	ZNF780B	ENSG00000128000	C2H2 ZF	23	assayed_construct_in_query	yes
Q9Y6X0	CODEBOOK	ENSG00000152217	PWM072635	exact_construct	SETBP1	ENSG00000152217	AT hook	3	assayed_construct_in_query	yes
Q9Y6Y1	CODEBOOK	ENSG00000171735	PWM000118	exact_construct	CAMTA1	ENSG00000171735	CG	1	assayed_construct_in_query	yes
S4R3C8	CODEBOOK	ENSG00000182463	PWM002399	exact_construct	TSHZ2	ENSG00000182463	C2H2 ZF	2	query_in_assayed_construct	no
