TF_name	TF_family	Identical_PWM	Homologous_PWM	Relatively_Homologous_PWM	ModCRE	AlphaFold
H9NIM2		MA1535.1				
H9NIM3		M05599_2.00				
H9U921			MA0084.1 (99.5%);MA0866.1 (70.3%)	M00197_2.00 (52.0%);M00201_2.00 (52.0%);M00204_2.00 (53.9%);M00212_2.00 (54.7%);M02488_2.00 (52.2%);M03508_2.00 (67.0%);M03516_2.00 (52.5%);M03533_2.00 (57.5%);M03537_2.00 (50.6%);M03979_2.00 (64.2%);M03981_2.00 (50.6%);M03983_2.00 (64.6%);M05754_2.00 (52.0%);M05892_2.00 (54.7%);M09404_2.00 (51.2%);M09408_2.00 (56.7%);M09410_2.00 (55.8%);M09694_2.00 (63.6%);M11309_2.00 (51.2%);MA0077.1 (52.0%);MA0078.1 (50.0%);MA0087.1 (51.2%);MA0142.1 (67.0%);MA0143.4 (67.8%);MA0442.1 (50.6%);MA0515.1 (54.7%);MA0867.1 (54.5%);MA0868.1 (52.0%);MA0869.1 (56.2%);MA0870.1 (69.5%);MA1120.1 (54.7%);MA1152.1 (67.0%);MA1561.1 (53.7%);MA1562.1 (66.6%);MA1563.1 (52.5%)		
H9U923			MA0084.1 (99.5%)	M00197_2.00 (50.6%);M00201_2.00 (50.6%);M00204_2.00 (52.6%);M00212_2.00 (53.4%);M02488_2.00 (51.1%);M03508_2.00 (65.8%);M03516_2.00 (51.2%);M03533_2.00 (55.0%);M03979_2.00 (63.0%);M03983_2.00 (63.4%);M05754_2.00 (50.6%);M05892_2.00 (53.4%);M09404_2.00 (50.0%);M09408_2.00 (55.9%);M09410_2.00 (54.5%);M09694_2.00 (62.3%);M11309_2.00 (50.0%);MA0077.1 (50.6%);MA0087.1 (50.0%);MA0142.1 (65.9%);MA0143.4 (66.6%);MA0515.1 (53.4%);MA0866.1 (69.1%);MA0867.1 (53.2%);MA0868.1 (50.6%);MA0869.1 (55.0%);MA0870.1 (68.2%);MA1120.1 (53.4%);MA1152.1 (65.8%);MA1561.1 (52.5%);MA1562.1 (65.4%);MA1563.1 (51.2%)		
H9U933			MA0084.1 (99.0%)	M00197_2.00 (52.0%);M00201_2.00 (52.0%);M00204_2.00 (53.9%);M00212_2.00 (54.7%);M02488_2.00 (51.1%);M03508_2.00 (65.8%);M03516_2.00 (52.5%);M03533_2.00 (57.5%);M03537_2.00 (50.6%);M03979_2.00 (62.0%);M03981_2.00 (50.6%);M03983_2.00 (62.1%);M05754_2.00 (52.0%);M05892_2.00 (56.1%);M09404_2.00 (51.2%);M09408_2.00 (55.9%);M09410_2.00 (54.5%);M09694_2.00 (62.3%);M11309_2.00 (51.2%);MA0077.1 (52.0%);MA0078.1 (50.0%);MA0087.1 (51.2%);MA0142.1 (65.9%);MA0143.4 (66.6%);MA0442.1 (50.6%);MA0515.1 (56.1%);MA0866.1 (67.9%);MA0867.1 (53.2%);MA0868.1 (52.0%);MA0869.1 (55.0%);MA0870.1 (68.2%);MA1120.1 (54.7%);MA1152.1 (65.8%);MA1561.1 (52.5%);MA1562.1 (65.4%);MA1563.1 (52.5%)		
H9XFB5			M08949_2.00 (71.4%)	M00132_2.00 (57.1%);M00134_2.00 (53.0%);M00142_2.00 (53.5%);M00637_2.00 (57.6%);M00764_2.00 (50.5%);M00782_2.00 (61.4%);M00786_2.00 (51.0%);M00939_2.00 (62.3%);M00943_2.00 (64.7%);M00944_2.00 (65.8%);M00945_2.00 (55.1%);M00948_2.00 (63.5%);M00950_2.00 (65.8%);M00952_2.00 (68.2%);M00953_2.00 (67.0%);M00955_2.00 (65.8%);M00958_2.00 (65.8%);M00959_2.00 (63.5%);M00960_2.00 (67.0%);M01044_2.00 (52.1%);M01174_2.00 (57.1%);M01447_2.00 (54.5%);M01456_2.00 (50.9%);M01474_2.00 (50.9%);M01883_2.00 (53.8%);M02896_2.00 (54.4%);M02924_2.00 (61.9%);M03677_2.00 (57.1%);M04387_2.00 (59.0%);M04465_2.00 (55.3%);M04505_2.00 (52.0%);M04524_2.00 (57.1%);M04536_2.00 (51.0%);M04590_2.00 (50.0%);M04598_2.00 (53.0%);M04610_2.00 (59.6%);M04611_2.00 (56.8%);M04613_2.00 (55.1%);M04621_2.00 (57.3%);M04650_2.00 (60.1%);M04653_2.00 (65.0%);M05847_2.00 (62.0%);M05853_2.00 (56.9%);M07562_2.00 (51.7%);M07566_2.00 (52.3%);M07567_2.00 (54.1%);M07575_2.00 (53.3%);M07578_2.00 (57.3%);M07579_2.00 (62.4%);M07581_2.00 (60.3%);M07582_2.00 (56.1%);M07587_2.00 (61.0%);M07588_2.00 (59.0%);M07590_2.00 (61.6%);M07593_2.00 (62.9%);M07598_2.00 (57.8%);M07601_2.00 (51.7%);M07605_2.00 (60.1%);M07607_2.00 (51.8%);M07610_2.00 (57.5%);M07635_2.00 (64.7%);M07646_2.00 (55.0%);M07649_2.00 (58.3%);M07658_2.00 (62.7%);M07660_2.00 (56.5%);M07667_2.00 (63.6%);M07678_2.00 (58.1%);M07683_2.00 (56.4%);M07684_2.00 (57.5%);M07685_2.00 (62.0%);M07686_2.00 (58.5%);M07687_2.00 (59.5%);M07689_2.00 (63.2%);M07693_2.00 (55.3%);M07699_2.00 (65.3%);M07700_2.00 (58.4%);M07702_2.00 (58.6%);M07706_2.00 (60.6%);M07707_2.00 (57.6%);M07712_2.00 (54.8%);M07714_2.00 (62.8%);M07717_2.00 (51.3%);M07725_2.00 (55.0%);M07727_2.00 (55.6%);M07729_2.00 (54.1%);M07746_2.00 (54.6%);M07753_2.00 (53.5%);M07759_2.00 (65.5%);M07761_2.00 (58.0%);M07764_2.00 (68.1%);M07775_2.00 (65.5%);M07777_2.00 (58.3%);M08245_2.00 (56.5%);M08247_2.00 (54.6%);M08248_2.00 (53.8%);M08252_2.00 (66.6%);M08254_2.00 (54.2%);M08255_2.00 (63.0%);M08256_2.00 (62.8%);M08267_2.00 (59.9%);M08274_2.00 (58.6%);M08279_2.00 (58.0%);M08283_2.00 (53.1%);M08291_2.00 (58.4%);M08292_2.00 (56.7%);M08300_2.00 (52.7%);M08309_2.00 (60.3%);M08311_2.00 (59.5%);M08325_2.00 (57.0%);M08329_2.00 (57.3%);M08334_2.00 (58.0%);M08335_2.00 (55.3%);M08342_2.00 (53.5%);M08347_2.00 (55.5%);M08355_2.00 (62.1%);M08357_2.00 (51.7%);M08365_2.00 (58.6%);M08366_2.00 (50.5%);M08367_2.00 (50.1%);M08371_2.00 (63.8%);M08373_2.00 (54.5%);M08375_2.00 (63.2%);M08386_2.00 (57.1%);M08392_2.00 (58.7%);M08395_2.00 (58.8%);M08399_2.00 (50.6%);M08860_2.00 (54.2%);M08887_2.00 (63.5%);M08901_2.00 (53.5%);M08903_2.00 (64.2%);M08917_2.00 (51.0%);M08934_2.00 (62.6%);M08944_2.00 (63.7%);M08985_2.00 (63.9%);MA0038.1 (57.1%);MA0038.2 (57.1%);MA0483.1 (57.1%);MA0528.1 (51.5%);MA0731.1 (54.4%);MA0733.1 (53.8%);MA1124.1 (63.6%);MA1154.1 (51.0%);MA1542.1 (57.1%);MA1585.1 (62.0%);MA1587.1 (63.6%);MA1588.1 (51.9%);MA1589.1 (57.3%);MA1594.1 (54.6%);MA1596.1 (55.6%);MA1597.1 (64.7%);MA1600.1 (58.6%);MA1601.1 (56.4%);MA1602.1 (53.9%);MA1646.1 (57.1%);MA1656.1 (51.7%)		
H9ZYJ3				M00943_2.00 (50.0%);M00952_2.00 (51.1%);M01883_2.00 (51.1%);M06179_2.00 (52.0%);M08525_2.00 (51.8%)		
I0CMK8		M07687_2.00				
I0EZ75				M00132_2.00 (51.2%);M00149_2.00 (55.9%);M00224_2.00 (52.6%);M00250_2.00 (50.7%);M00609_2.00 (61.9%);M00618_2.00 (50.0%);M00764_2.00 (56.2%);M00782_2.00 (57.7%);M00786_2.00 (50.6%);M00939_2.00 (65.8%);M00943_2.00 (64.7%);M00944_2.00 (65.8%);M00945_2.00 (60.9%);M00948_2.00 (63.5%);M00950_2.00 (65.8%);M00952_2.00 (62.3%);M00953_2.00 (65.8%);M00955_2.00 (68.2%);M00958_2.00 (64.7%);M00959_2.00 (63.5%);M00960_2.00 (64.7%);M01044_2.00 (50.6%);M01174_2.00 (50.6%);M01181_2.00 (52.7%);M01474_2.00 (50.9%);M02896_2.00 (51.6%);M02924_2.00 (58.5%);M03671_2.00 (55.1%);M04387_2.00 (57.6%);M04463_2.00 (51.3%);M04465_2.00 (51.8%);M04475_2.00 (52.6%);M04536_2.00 (50.6%);M04590_2.00 (50.6%);M04598_2.00 (52.5%);M04611_2.00 (53.4%);M04613_2.00 (54.1%);M04621_2.00 (53.2%);M04650_2.00 (55.2%);M04653_2.00 (55.5%);M06108_2.00 (50.0%);M06169_2.00 (50.0%);M07562_2.00 (58.1%);M07565_2.00 (62.8%);M07575_2.00 (59.0%);M07578_2.00 (52.5%);M07579_2.00 (61.0%);M07581_2.00 (57.1%);M07586_2.00 (59.6%);M07587_2.00 (55.1%);M07590_2.00 (58.4%);M07593_2.00 (53.8%);M07598_2.00 (58.1%);M07600_2.00 (51.7%);M07601_2.00 (50.6%);M07605_2.00 (58.4%);M07610_2.00 (54.1%);M07623_2.00 (51.4%);M07635_2.00 (57.1%);M07648_2.00 (56.4%);M07650_2.00 (54.6%);M07658_2.00 (57.7%);M07660_2.00 (53.2%);M07667_2.00 (57.1%);M07678_2.00 (57.7%);M07679_2.00 (53.3%);M07683_2.00 (53.6%);M07684_2.00 (52.0%);M07686_2.00 (53.2%);M07687_2.00 (62.8%);M07689_2.00 (62.3%);M07691_2.00 (52.9%);M07699_2.00 (54.7%);M07707_2.00 (58.4%);M07714_2.00 (59.5%);M07715_2.00 (64.8%);M07729_2.00 (55.8%);M07733_2.00 (53.9%);M07747_2.00 (55.9%);M07753_2.00 (59.0%);M07754_2.00 (57.1%);M07759_2.00 (50.2%);M07761_2.00 (55.3%);M07762_2.00 (53.8%);M07764_2.00 (55.8%);M07775_2.00 (55.9%);M08247_2.00 (53.2%);M08252_2.00 (52.0%);M08254_2.00 (55.9%);M08255_2.00 (56.9%);M08256_2.00 (57.1%);M08267_2.00 (57.7%);M08279_2.00 (54.1%);M08291_2.00 (55.8%);M08295_2.00 (61.0%);M08300_2.00 (51.9%);M08309_2.00 (58.4%);M08311_2.00 (57.7%);M08320_2.00 (50.0%);M08325_2.00 (58.5%);M08329_2.00 (52.6%);M08334_2.00 (58.7%);M08335_2.00 (57.8%);M08342_2.00 (52.0%);M08347_2.00 (61.6%);M08355_2.00 (57.7%);M08357_2.00 (51.3%);M08367_2.00 (52.6%);M08371_2.00 (55.9%);M08373_2.00 (52.0%);M08375_2.00 (61.0%);M08381_2.00 (54.0%);M08386_2.00 (50.0%);M08392_2.00 (55.0%);M08395_2.00 (55.1%);M08399_2.00 (55.1%);M08860_2.00 (58.4%);M08908_2.00 (53.4%);M08914_2.00 (50.8%);M08917_2.00 (53.0%);M08921_2.00 (66.9%);M08934_2.00 (59.0%);M08944_2.00 (57.7%);M08985_2.00 (58.8%);M09008_2.00 (50.0%);MA0039.1 (51.3%);MA0039.3 (51.3%);MA0056.1 (54.5%);MA0493.1 (51.2%);MA0731.1 (51.6%);MA1124.1 (57.7%);MA1515.1 (51.3%);MA1542.1 (50.6%);MA1587.1 (54.6%);MA1589.1 (53.2%);MA1592.1 (51.9%);MA1594.1 (53.2%);MA1599.1 (54.4%);MA1601.1 (53.6%);MA1602.1 (60.8%);MA1652.1 (55.0%)		
I3L0A5			M09404_2.00 (85.6%);M11309_2.00 (98.5%);MA0087.1 (94.9%)	M05892_2.00 (57.5%);MA0515.1 (55.4%)		
I3L0W9		MA0106.1				
I3L135						
I3L1J3				M00224_2.00 (51.3%);M00609_2.00 (50.4%);M00765_2.00 (53.0%);M00939_2.00 (57.6%);M00943_2.00 (61.1%);M00944_2.00 (60.0%);M00945_2.00 (51.7%);M00948_2.00 (61.1%);M00950_2.00 (58.8%);M00952_2.00 (56.4%);M00953_2.00 (56.4%);M00958_2.00 (58.8%);M00959_2.00 (58.8%);M00960_2.00 (61.1%);M01181_2.00 (52.5%);M01440_2.00 (52.0%);M01447_2.00 (50.0%);M03682_2.00 (55.1%);M04387_2.00 (50.9%);M04505_2.00 (51.7%);M04536_2.00 (50.0%);M04611_2.00 (50.4%);M05859_2.00 (52.6%);M06179_2.00 (52.8%);M07683_2.00 (51.7%);M08320_2.00 (53.1%);M08901_2.00 (50.3%);M08985_2.00 (50.9%);M09008_2.00 (50.0%);M10203_2.00 (50.0%);M10303_2.00 (51.5%);MA0073.1 (52.7%);MA0079.1 (53.0%);MA0493.1 (51.3%);MA0516.1 (53.2%);MA0685.1 (52.6%);MA0740.1 (50.0%);MA0741.1 (51.2%);MA0746.1 (52.6%);MA0747.1 (53.8%);MA0753.1 (50.6%);MA1564.1 (53.8%);MA1592.1 (52.6%);MA1601.1 (51.7%)		
I3L1Q4						
I3L216				M00764_2.00 (55.3%);M00782_2.00 (53.5%);M00785_2.00 (52.1%);M00786_2.00 (51.4%);M00939_2.00 (59.5%);M00943_2.00 (65.8%);M00944_2.00 (64.7%);M00945_2.00 (52.3%);M00948_2.00 (69.0%);M00950_2.00 (65.8%);M00952_2.00 (63.5%);M00953_2.00 (64.7%);M00955_2.00 (55.2%);M00958_2.00 (69.0%);M00959_2.00 (65.8%);M00960_2.00 (67.0%);M01442_2.00 (52.5%);M01456_2.00 (50.0%);M01474_2.00 (51.0%);M01883_2.00 (50.0%);M02924_2.00 (54.0%);M04387_2.00 (56.6%);M04465_2.00 (54.7%);M04475_2.00 (52.8%);M04505_2.00 (56.8%);M04536_2.00 (51.8%);M04598_2.00 (52.1%);M04613_2.00 (54.2%);M04621_2.00 (51.7%);M04650_2.00 (52.1%);M04653_2.00 (62.9%);M05853_2.00 (50.3%);M06135_2.00 (51.8%);M06179_2.00 (51.8%);M07567_2.00 (51.7%);M07578_2.00 (56.5%);M07579_2.00 (56.1%);M07581_2.00 (55.0%);M07587_2.00 (51.4%);M07588_2.00 (54.0%);M07590_2.00 (55.0%);M07598_2.00 (59.4%);M07600_2.00 (51.7%);M07601_2.00 (54.3%);M07605_2.00 (57.9%);M07607_2.00 (50.7%);M07610_2.00 (53.1%);M07635_2.00 (57.2%);M07660_2.00 (55.0%);M07667_2.00 (56.5%);M07678_2.00 (53.9%);M07683_2.00 (56.5%);M07684_2.00 (51.0%);M07686_2.00 (55.0%);M07689_2.00 (52.7%);M07691_2.00 (50.0%);M07699_2.00 (52.0%);M07700_2.00 (53.2%);M07703_2.00 (53.3%);M07706_2.00 (59.4%);M07712_2.00 (58.0%);M07720_2.00 (51.4%);M07725_2.00 (50.6%);M07729_2.00 (54.3%);M07746_2.00 (51.4%);M07753_2.00 (55.7%);M07762_2.00 (50.9%);M07777_2.00 (56.4%);M08245_2.00 (53.0%);M08247_2.00 (53.2%);M08252_2.00 (52.7%);M08254_2.00 (51.8%);M08255_2.00 (57.2%);M08256_2.00 (53.6%);M08267_2.00 (56.6%);M08274_2.00 (53.6%);M08279_2.00 (53.1%);M08291_2.00 (50.6%);M08292_2.00 (52.8%);M08300_2.00 (52.5%);M08309_2.00 (53.6%);M08311_2.00 (60.8%);M08325_2.00 (52.8%);M08329_2.00 (51.7%);M08334_2.00 (53.6%);M08335_2.00 (50.7%);M08347_2.00 (52.1%);M08355_2.00 (51.7%);M08357_2.00 (53.8%);M08358_2.00 (51.4%);M08371_2.00 (56.5%);M08373_2.00 (59.1%);M08375_2.00 (55.7%);M08386_2.00 (52.5%);M08392_2.00 (51.1%);M08399_2.00 (55.0%);M08860_2.00 (55.7%);M08901_2.00 (51.0%);M08917_2.00 (56.8%);M08934_2.00 (52.1%);M08944_2.00 (55.0%);M08985_2.00 (55.7%);MA0056.1 (52.1%);MA1124.1 (56.3%);MA1154.1 (52.4%);MA1587.1 (54.8%);MA1589.1 (51.7%);MA1594.1 (53.2%);MA1600.1 (52.1%);MA1601.1 (56.5%);MA1602.1 (52.7%);MA1652.1 (56.3%)		
I3L2F8		MA0659.1				
I3L2J0				M03975_2.00 (53.2%)		
I3L2Z5		MA1522.1				
I3L373						
I3L383		MA1502.1				
I3L3K7		M05693_2.00				
I3L3R1		M09214_2.00				
I3L417			M07578_2.00 (87.2%)	M00149_2.00 (57.8%);M00217_2.00 (56.4%);M00224_2.00 (57.1%);M00609_2.00 (50.8%);M00613_2.00 (53.2%);M00645_2.00 (52.5%);M00764_2.00 (63.4%);M00765_2.00 (51.7%);M00774_2.00 (56.2%);M00779_2.00 (51.7%);M00782_2.00 (57.8%);M00785_2.00 (54.6%);M00939_2.00 (65.0%);M00943_2.00 (63.4%);M00944_2.00 (60.3%);M00945_2.00 (55.3%);M00948_2.00 (58.7%);M00950_2.00 (60.3%);M00952_2.00 (61.9%);M00953_2.00 (61.9%);M00955_2.00 (61.9%);M00958_2.00 (58.7%);M00959_2.00 (60.3%);M00960_2.00 (61.9%);M01181_2.00 (50.0%);M01442_2.00 (50.8%);M01459_2.00 (50.0%);M02913_2.00 (57.8%);M02924_2.00 (59.3%);M03671_2.00 (51.5%);M03682_2.00 (51.7%);M03691_2.00 (50.0%);M04387_2.00 (61.2%);M04430_2.00 (50.6%);M04463_2.00 (51.7%);M04465_2.00 (51.6%);M04475_2.00 (68.7%);M04505_2.00 (60.3%);M04536_2.00 (51.5%);M04590_2.00 (57.8%);M04598_2.00 (54.6%);M04611_2.00 (51.7%);M04613_2.00 (57.8%);M04615_2.00 (59.0%);M04621_2.00 (59.3%);M04650_2.00 (60.9%);M05853_2.00 (57.8%);M05859_2.00 (51.7%);M06112_2.00 (51.0%);M06131_2.00 (55.7%);M06169_2.00 (51.5%);M07562_2.00 (59.3%);M07565_2.00 (57.8%);M07566_2.00 (60.6%);M07567_2.00 (50.0%);M07579_2.00 (64.0%);M07581_2.00 (60.9%);M07586_2.00 (56.2%);M07587_2.00 (57.8%);M07588_2.00 (53.1%);M07590_2.00 (62.5%);M07593_2.00 (60.6%);M07595_2.00 (58.7%);M07598_2.00 (62.5%);M07600_2.00 (56.2%);M07601_2.00 (53.1%);M07605_2.00 (64.0%);M07607_2.00 (59.3%);M07610_2.00 (62.5%);M07618_2.00 (64.0%);M07625_2.00 (55.1%);M07627_2.00 (57.8%);M07631_2.00 (51.5%);M07633_2.00 (59.3%);M07634_2.00 (59.3%);M07635_2.00 (59.3%);M07638_2.00 (65.0%);M07646_2.00 (57.8%);M07654_2.00 (51.5%);M07656_2.00 (53.9%);M07658_2.00 (65.0%);M07659_2.00 (54.6%);M07662_2.00 (59.3%);M07667_2.00 (59.0%);M07674_2.00 (57.6%);M07679_2.00 (56.2%);M07680_2.00 (57.6%);M07683_2.00 (63.4%);M07684_2.00 (57.3%);M07685_2.00 (59.3%);M07686_2.00 (54.6%);M07687_2.00 (65.5%);M07688_2.00 (57.8%);M07689_2.00 (60.9%);M07691_2.00 (51.5%);M07699_2.00 (60.3%);M07700_2.00 (61.5%);M07701_2.00 (59.3%);M07703_2.00 (57.8%);M07707_2.00 (57.1%);M07712_2.00 (53.1%);M07714_2.00 (60.9%);M07715_2.00 (68.7%);M07717_2.00 (57.6%);M07720_2.00 (52.6%);M07729_2.00 (51.5%);M07731_2.00 (59.0%);M07746_2.00 (53.1%);M07750_2.00 (54.0%);M07754_2.00 (57.8%);M07761_2.00 (62.2%);M07762_2.00 (62.5%);M07763_2.00 (50.8%);M07767_2.00 (56.2%);M07770_2.00 (54.2%);M07775_2.00 (59.3%);M07777_2.00 (62.5%);M08234_2.00 (56.2%);M08239_2.00 (53.1%);M08245_2.00 (60.9%);M08252_2.00 (62.5%);M08254_2.00 (54.6%);M08255_2.00 (64.0%);M08256_2.00 (59.0%);M08263_2.00 (59.3%);M08279_2.00 (62.5%);M08291_2.00 (56.2%);M08292_2.00 (57.1%);M08300_2.00 (51.5%);M08309_2.00 (60.9%);M08311_2.00 (68.8%);M08312_2.00 (56.4%);M08314_2.00 (65.6%);M08325_2.00 (59.3%);M08329_2.00 (54.6%);M08330_2.00 (60.9%);M08334_2.00 (54.4%);M08335_2.00 (62.5%);M08342_2.00 (58.7%);M08347_2.00 (60.9%);M08355_2.00 (57.8%);M08357_2.00 (54.6%);M08358_2.00 (56.2%);M08366_2.00 (53.1%);M08367_2.00 (57.8%);M08371_2.00 (62.5%);M08373_2.00 (62.5%);M08375_2.00 (60.9%);M08381_2.00 (66.1%);M08386_2.00 (57.8%);M08392_2.00 (59.3%);M08399_2.00 (54.6%);M08859_2.00 (53.9%);M08860_2.00 (57.8%);M08867_2.00 (51.7%);M08901_2.00 (53.1%);M08903_2.00 (60.3%);M08914_2.00 (60.9%);M08917_2.00 (60.9%);M08921_2.00 (53.1%);M08934_2.00 (62.5%);M08944_2.00 (62.5%);M08949_2.00 (57.8%);M08985_2.00 (60.9%);M09008_2.00 (53.4%);MA0039.1 (51.7%);MA0039.3 (51.7%);MA0056.1 (53.4%);MA0079.1 (53.5%);MA0095.1 (50.8%);MA0130.1 (56.2%);MA0493.1 (55.1%);MA0528.1 (59.3%);MA0599.1 (53.5%);MA0685.1 (51.7%);MA0740.1 (50.0%);MA0742.1 (50.6%);MA0746.1 (50.0%);MA0747.1 (51.7%);MA0748.1 (50.8%);MA1124.1 (59.6%);MA1154.1 (52.3%);MA1155.1 (51.6%);MA1515.1 (51.7%);MA1564.1 (51.7%);MA1587.1 (62.5%);MA1588.1 (54.6%);MA1589.1 (59.3%);MA1592.1 (55.5%);MA1593.1 (56.2%);MA1594.1 (56.2%);MA1596.1 (53.1%);MA1597.1 (59.3%);MA1601.1 (63.4%);MA1602.1 (57.8%);MA1652.1 (53.0%);MA1656.1 (57.1%)		
I3L4R4			M09937_2.00 (99.5%);MA0043.1 (99.5%)	M02868_2.00 (54.6%);M04238_2.00 (68.0%);M04326_2.00 (59.4%);MA0639.1 (55.1%);MA0843.1 (59.4%)		
I3NI39		M04387_2.00				
I6L9E7			M08746_2.00 (92.2%);MA0004.1 (95.8%);MA0259.1 (99.5%)	M01720_2.00 (69.0%);M06011_2.00 (65.2%);MA1464.1 (68.7%)		
I6LM39		M09257_2.00				
I6N936			MA0650.1 (98.9%)			
I6V2Q9			M07610_2.00 (99.7%)	M00031_2.00 (50.0%);M00142_2.00 (51.1%);M00250_2.00 (55.1%);M00609_2.00 (51.3%);M00637_2.00 (55.5%);M00764_2.00 (50.4%);M00782_2.00 (57.9%);M00939_2.00 (61.1%);M00943_2.00 (67.0%);M00944_2.00 (67.0%);M00945_2.00 (54.0%);M00948_2.00 (67.0%);M00950_2.00 (65.8%);M00952_2.00 (67.0%);M00953_2.00 (65.8%);M00955_2.00 (60.0%);M00958_2.00 (67.0%);M00959_2.00 (67.0%);M00960_2.00 (68.2%);M01444_2.00 (52.3%);M01445_2.00 (51.8%);M01456_2.00 (50.9%);M01537_2.00 (52.0%);M02896_2.00 (50.0%);M02913_2.00 (53.3%);M02924_2.00 (60.1%);M03671_2.00 (50.8%);M04387_2.00 (60.3%);M04465_2.00 (50.7%);M04505_2.00 (53.0%);M04590_2.00 (55.5%);M04598_2.00 (55.5%);M04611_2.00 (54.7%);M04613_2.00 (54.7%);M04621_2.00 (55.8%);M04650_2.00 (56.1%);M04653_2.00 (60.9%);M05847_2.00 (62.0%);M05853_2.00 (51.3%);M06051_2.00 (50.0%);M07578_2.00 (57.1%);M07579_2.00 (61.6%);M07581_2.00 (57.0%);M07582_2.00 (51.0%);M07587_2.00 (54.3%);M07588_2.00 (54.6%);M07590_2.00 (57.3%);M07593_2.00 (55.7%);M07598_2.00 (56.4%);M07601_2.00 (50.7%);M07605_2.00 (59.1%);M07633_2.00 (55.1%);M07635_2.00 (57.6%);M07645_2.00 (65.1%);M07646_2.00 (58.8%);M07648_2.00 (50.4%);M07649_2.00 (52.1%);M07650_2.00 (50.0%);M07658_2.00 (56.3%);M07660_2.00 (51.0%);M07662_2.00 (68.0%);M07667_2.00 (55.2%);M07680_2.00 (55.5%);M07683_2.00 (50.6%);M07684_2.00 (51.7%);M07689_2.00 (55.4%);M07691_2.00 (51.7%);M07693_2.00 (51.2%);M07700_2.00 (56.8%);M07706_2.00 (62.0%);M07707_2.00 (51.9%);M07712_2.00 (57.5%);M07725_2.00 (63.0%);M07729_2.00 (51.2%);M07733_2.00 (55.0%);M07746_2.00 (51.4%);M07753_2.00 (53.6%);M07761_2.00 (50.1%);M07762_2.00 (51.7%);M07777_2.00 (52.8%);M08245_2.00 (59.2%);M08252_2.00 (55.7%);M08254_2.00 (50.4%);M08255_2.00 (50.4%);M08267_2.00 (58.9%);M08274_2.00 (57.1%);M08279_2.00 (54.2%);M08283_2.00 (52.6%);M08291_2.00 (52.5%);M08292_2.00 (54.8%);M08300_2.00 (52.0%);M08309_2.00 (52.0%);M08311_2.00 (52.6%);M08312_2.00 (59.2%);M08325_2.00 (52.9%);M08329_2.00 (53.4%);M08334_2.00 (53.5%);M08335_2.00 (52.5%);M08342_2.00 (50.5%);M08347_2.00 (54.1%);M08355_2.00 (57.4%);M08371_2.00 (52.1%);M08373_2.00 (53.9%);M08375_2.00 (56.4%);M08395_2.00 (52.3%);M08399_2.00 (55.0%);M08525_2.00 (50.0%);M08860_2.00 (53.3%);M08887_2.00 (59.3%);M08901_2.00 (51.6%);M08917_2.00 (51.3%);M08934_2.00 (52.3%);M08935_2.00 (53.5%);M08944_2.00 (57.7%);M08977_2.00 (51.8%);M08985_2.00 (52.1%);MA0056.1 (50.2%);MA0528.1 (52.4%);MA0731.1 (50.0%);MA1124.1 (57.5%);MA1585.1 (62.0%);MA1587.1 (60.7%);MA1589.1 (55.8%);MA1600.1 (52.3%);MA1601.1 (50.6%);MA1602.1 (52.8%);MA1656.1 (50.2%)		
I6ZVX6			M00164_2.00 (87.0%);M00791_2.00 (79.0%);M01982_2.00 (75.1%);M01990_2.00 (74.1%);M03034_2.00 (85.4%);M03735_2.00 (74.1%);M03741_2.00 (71.8%);M09104_2.00 (73.9%);M10565_2.00 (70.4%);M10570_2.00 (70.3%);M10571_2.00 (84.8%);MA0031.1 (70.3%);MA0032.1 (75.8%);MA0033.1 (85.4%);MA0041.1 (73.4%);MA0148.1 (74.1%);MA0613.1 (79.0%);MA0846.1 (99.2%);MA0847.1 (70.3%);MA1487.1 (70.9%);MA1683.1 (75.8%)	M00044_2.00 (55.7%);M00045_2.00 (57.1%);M00663_2.00 (54.6%);M00664_2.00 (62.9%);M00665_2.00 (63.0%);M01002_2.00 (53.5%);M01003_2.00 (52.3%);M01016_2.00 (56.4%);M01017_2.00 (55.7%);M01227_2.00 (51.6%);M01974_2.00 (69.0%);M01979_2.00 (51.6%);M01983_2.00 (69.3%);M01987_2.00 (66.1%);M01991_2.00 (57.8%);M03046_2.00 (67.7%);M03058_2.00 (67.7%);M03743_2.00 (66.1%);M03745_2.00 (51.6%);M04827_2.00 (68.7%);M04848_2.00 (67.1%);M08555_2.00 (55.5%);M09085_2.00 (51.6%);M09093_2.00 (59.6%);M09099_2.00 (51.6%);M09669_2.00 (66.1%);M10528_2.00 (61.2%);MA0030.1 (69.3%);MA0040.1 (59.6%);MA0042.1 (68.7%);MA0047.1 (51.8%);MA0047.2 (52.7%);MA0047.3 (52.7%);MA0479.1 (51.6%);MA0614.1 (61.2%);MA0845.1 (69.3%);MA0850.1 (51.6%);MA0851.1 (67.7%);MA0852.1 (57.3%);MA0852.2 (55.8%);MA1103.1 (61.7%);MA1489.1 (51.6%);MA1606.1 (69.3%);MA1607.1 (67.1%)		
